customer_id,customer_name,segment,city,region,country
C000075,Customer_000075,Mainstream,CityC_153,Centre-Val de Loire,France
C000076,Customer_000076,Budget,CityC_168,Bretagne,France
C000077,Customer_000077,Mainstream,CityC_185,Normandie,France
C000078,Customer_000078,Mainstream,CityC_044,Île-de-France,France
C000079,Customer_000079,Mainstream,CityC_159,Pays de la Loire,France
C000080,Customer_000080,Budget,CityC_175,Grand Est,France
C000081,Customer_000081,Budget,CityC_180,Occitanie,France
C000082,Customer_000082,Budget,CityC_113,Auvergne-Rhône-Alpes,France
C000083,Customer_000083,Mainstream,CityC_106,Provence-Alpes-Côte d’Azur,France
C000084,Customer_000084,Budget,CityC_129,Centre-Val de Loire,France
C000085,Customer_000085,Premium,CityC_189,Normandie,France
C000086,Customer_000086,Budget,CityC_036,Centre-Val de Loire,France
C000087,Customer_000087,Budget,CityC_084,Pays de la Loire,France
C000088,Customer_000088,Mainstream,CityC_097,Bourgogne-Franche-Comté,France
C000089,Customer_000089,Premium,CityC_118,Provence-Alpes-Côte d’Azur,France
C000090,Customer_000090,Mainstream,CityC_091,Pays de la Loire,France
C000091,Customer_000091,Mainstream,CityC_185,Bourgogne-Franche-Comté,France
C000092,Customer_000092,Mainstream,CityC_178,Bourgogne-Franche-Comté,France
C000093,Customer_000093,Mainstream,CityC_050,Hauts-de-France,France
C000094,Customer_000094,Budget,CityC_077,Occitanie,France
C000095,Customer_000095,Premium,CityC_077,Occitanie,France
C000096,Customer_000096,Mainstream,CityC_177,Hauts-de-France,France
C000097,Customer_000097,Mainstream,CityC_123,Centre-Val de Loire,France
C000098,Customer_000098,Mainstream,CityC_185,Provence-Alpes-Côte d’Azur,France
C000099,Customer_000099,Budget,CityC_147,Hauts-de-France,France
C000100,Customer_000100,Mainstream,CityC_102,Bourgogne-Franche-Comté,France
C000101,Customer_000101,Premium,CityC_038,Provence-Alpes-Côte d’Azur,France
C000102,Customer_000102,Budget,CityC_183,Hauts-de-France,France
C000103,Customer_000103,Mainstream,CityC_114,Auvergne-Rhône-Alpes,France
C000104,Customer_000104,Budget,CityC_123,Bourgogne-Franche-Comté,France
C000105,Customer_000105,Budget,CityC_138,Occitanie,France
C000106,Customer_000106,Premium,CityC_179,Hauts-de-France,France
C000107,Customer_000107,Budget,CityC_158,Hauts-de-France,France
C000108,Customer_000108,Mainstream,CityC_063,Centre-Val de Loire,France
C000109,Customer_000109,Mainstream,CityC_136,Île-de-France,France
C000110,Customer_000110,Mainstream,CityC_014,Occitanie,France
C000111,Customer_000111,Mainstream,CityC_184,Auvergne-Rhône-Alpes,France
C000112,Customer_000112,Budget,CityC_198,Bretagne,France
C000113,Customer_000113,Budget,CityC_141,Nouvelle-Aquitaine,France
C000114,Customer_000114,Mainstream,CityC_122,Nouvelle-Aquitaine,France
C000115,Customer_000115,Mainstream,CityC_194,Bretagne,France
C000116,Customer_000116,Mainstream,CityC_166,Hauts-de-France,France
C000117,Customer_000117,Premium,CityC_023,Île-de-France,France
C000118,Customer_000118,Mainstream,CityC_137,Bourgogne-Franche-Comté,France
C000119,Customer_000119,Mainstream,CityC_010,Centre-Val de Loire,France
C000120,Customer_000120,Mainstream,CityC_046,Nouvelle-Aquitaine,France
C000121,Customer_000121,Premium,CityC_102,Île-de-France,France
C000122,Customer_000122,Budget,CityC_192,Bretagne,France
C000123,Customer_000123,Premium,CityC_003,Hauts-de-France,France
C000124,Customer_000124,Mainstream,CityC_028,Hauts-de-France,France
C000125,Customer_000125,Budget,CityC_165,Provence-Alpes-Côte d’Azur,France
C000126,Customer_000126,Mainstream,CityC_035,Pays de la Loire,France
C000127,Customer_000127,Mainstream,CityC_050,Pays de la Loire,France
C000128,Customer_000128,Mainstream,CityC_188,Auvergne-Rhône-Alpes,France
C000129,Customer_000129,Mainstream,CityC_184,Bretagne,France
C000130,Customer_000130,Budget,CityC_087,Nouvelle-Aquitaine,France
C000131,Customer_000131,Mainstream,CityC_194,Hauts-de-France,France
C000132,Customer_000132,Budget,CityC_164,Occitanie,France
C000133,Customer_000133,Mainstream,CityC_132,Grand Est,France
C000134,Customer_000134,Budget,CityC_172,Provence-Alpes-Côte d’Azur,France
C000135,Customer_000135,Budget,CityC_036,Auvergne-Rhône-Alpes,France
C000136,Customer_000136,Mainstream,CityC_064,Bretagne,France
C000137,Customer_000137,Budget,CityC_061,Île-de-France,France
C000138,Customer_000138,Mainstream,CityC_085,Bretagne,France
C000139,Customer_000139,Mainstream,CityC_147,Hauts-de-France,France
C000140,Customer_000140,Budget,CityC_093,Île-de-France,France
C000141,Customer_000141,Budget,CityC_171,Centre-Val de Loire,France
C000142,Customer_000142,Mainstream,CityC_041,Auvergne-Rhône-Alpes,France
C000143,Customer_000143,Mainstream,CityC_181,Grand Est,France
C000144,Customer_000144,Mainstream,CityC_164,Hauts-de-France,France
C000145,Customer_000145,Mainstream,CityC_057,Hauts-de-France,France
C000146,Customer_000146,Premium,CityC_123,Occitanie,France
C000147,Customer_000147,Mainstream,CityC_156,Nouvelle-Aquitaine,France
C000148,Customer_000148,Mainstream,CityC_141,Provence-Alpes-Côte d’Azur,France
C000149,Customer_000149,Mainstream,CityC_171,Bretagne,France
C000150,Customer_000150,Mainstream,CityC_175,Occitanie,France
C000151,Customer_000151,Premium,CityC_021,Normandie,France
C000152,Customer_000152,Mainstream,CityC_181,Pays de la Loire,France
C000153,Customer_000153,Budget,CityC_145,Provence-Alpes-Côte d’Azur,France
C000154,Customer_000154,Budget,CityC_141,Auvergne-Rhône-Alpes,France
C000155,Customer_000155,Budget,CityC_138,Pays de la Loire,France
C000156,Customer_000156,Budget,CityC_134,Nouvelle-Aquitaine,France
C000157,Customer_000157,Budget,CityC_053,Bretagne,France
C000158,Customer_000158,Mainstream,CityC_024,Centre-Val de Loire,France
C000159,Customer_000159,Mainstream,CityC_015,Pays de la Loire,France
C000160,Customer_000160,Budget,CityC_107,Bretagne,France
C000161,Customer_000161,Mainstream,CityC_144,Bretagne,France
C000162,Customer_000162,Mainstream,CityC_079,Bretagne,France
C000163,Customer_000163,Budget,CityC_066,Centre-Val de Loire,France
C000164,Customer_000164,Mainstream,CityC_149,Île-de-France,France
C000165,Customer_000165,Budget,CityC_089,Auvergne-Rhône-Alpes,France
C000166,Customer_000166,Budget,CityC_016,Centre-Val de Loire,France
C000167,Customer_000167,Premium,CityC_121,Auvergne-Rhône-Alpes,France
C000168,Customer_000168,Budget,CityC_047,Île-de-France,France
C000169,Customer_000169,Mainstream,CityC_187,Nouvelle-Aquitaine,France
C000170,Customer_000170,Premium,CityC_096,Bourgogne-Franche-Comté,France
C000171,Customer_000171,Mainstream,CityC_097,Grand Est,France
C000172,Customer_000172,Budget,CityC_170,Grand Est,France
C000173,Customer_000173,Budget,CityC_090,Pays de la Loire,France
C000174,Customer_000174,Budget,CityC_138,Auvergne-Rhône-Alpes,France
C000175,Customer_000175,Mainstream,CityC_187,Grand Est,France
C000176,Customer_000176,Mainstream,CityC_194,Occitanie,France
C000177,Customer_000177,Premium,CityC_119,Île-de-France,France
C000178,Customer_000178,Mainstream,CityC_109,Bourgogne-Franche-Comté,France
C000179,Customer_000179,Mainstream,CityC_059,Pays de la Loire,France
C000180,Customer_000180,Mainstream,CityC_040,Occitanie,France
C000181,Customer_000181,Budget,CityC_186,Hauts-de-France,France
C000182,Customer_000182,Budget,CityC_170,Auvergne-Rhône-Alpes,France
C000183,Customer_000183,Mainstream,CityC_005,Grand Est,France
C000184,Customer_000184,Budget,CityC_026,Occitanie,France
C000185,Customer_000185,Budget,CityC_154,Normandie,France
C000186,Customer_000186,Mainstream,CityC_013,Bourgogne-Franche-Comté,France
C000187,Customer_000187,Mainstream,CityC_103,Occitanie,France
C000188,Customer_000188,Budget,CityC_056,Bretagne,France
C000189,Customer_000189,Budget,CityC_075,Île-de-France,France
C000190,Customer_000190,Mainstream,CityC_188,Occitanie,France
C000191,Customer_000191,Mainstream,CityC_154,Normandie,France
C000192,Customer_000192,Mainstream,CityC_061,Bourgogne-Franche-Comté,France
C000193,Customer_000193,Premium,CityC_170,Hauts-de-France,France
C000194,Customer_000194,Budget,CityC_077,Pays de la Loire,France
C000195,Customer_000195,Budget,CityC_152,Hauts-de-France,France
C000196,Customer_000196,Premium,CityC_161,Centre-Val de Loire,France
C000197,Customer_000197,Mainstream,CityC_127,Bourgogne-Franche-Comté,France
C000198,Customer_000198,Premium,CityC_165,Île-de-France,France
C000199,Customer_000199,Mainstream,CityC_135,Bourgogne-Franche-Comté,France
C000200,Customer_000200,Mainstream,CityC_105,Provence-Alpes-Côte d’Azur,France
C000201,Customer_000201,Budget,CityC_048,Nouvelle-Aquitaine,France
C000202,Customer_000202,Mainstream,CityC_058,Pays de la Loire,France
C000203,Customer_000203,Premium,CityC_037,Hauts-de-France,France
C000204,Customer_000204,Premium,CityC_144,Bretagne,France
C000205,Customer_000205,Premium,CityC_143,Grand Est,France
C000206,Customer_000206,Budget,CityC_063,Pays de la Loire,France
C000207,Customer_000207,Budget,CityC_166,Hauts-de-France,France
C000208,Customer_000208,Premium,CityC_095,Auvergne-Rhône-Alpes,France
C000209,Customer_000209,Mainstream,CityC_049,Auvergne-Rhône-Alpes,France
C000210,Customer_000210,Budget,CityC_173,Île-de-France,France
C000211,Customer_000211,Mainstream,CityC_019,Normandie,France
C000212,Customer_000212,Mainstream,CityC_151,Occitanie,France
C000213,Customer_000213,Mainstream,CityC_056,Centre-Val de Loire,France
C000214,Customer_000214,Budget,CityC_086,Bretagne,France
C000215,Customer_000215,Premium,CityC_004,Hauts-de-France,France
C000216,Customer_000216,Premium,CityC_190,Occitanie,France
C000217,Customer_000217,Mainstream,CityC_194,Auvergne-Rhône-Alpes,France
C000218,Customer_000218,Premium,CityC_179,Bretagne,France
C000219,Customer_000219,Mainstream,CityC_102,Normandie,France
C000220,Customer_000220,Mainstream,CityC_199,Occitanie,France
C000221,Customer_000221,Mainstream,CityC_137,Hauts-de-France,France
C000222,Customer_000222,Mainstream,CityC_067,Bourgogne-Franche-Comté,France
C000223,Customer_000223,Mainstream,CityC_128,Provence-Alpes-Côte d’Azur,France
C000224,Customer_000224,Budget,CityC_185,Bretagne,France
C000225,Customer_000225,Mainstream,CityC_082,Bretagne,France
C000226,Customer_000226,Mainstream,CityC_106,Occitanie,France
C000227,Customer_000227,Mainstream,CityC_057,Île-de-France,France
C000228,Customer_000228,Budget,CityC_067,Centre-Val de Loire,France
C000229,Customer_000229,Premium,CityC_149,Pays de la Loire,France
C000230,Customer_000230,Mainstream,CityC_040,Centre-Val de Loire,France
C000231,Customer_000231,Mainstream,CityC_098,Occitanie,France
C000232,Customer_000232,Mainstream,CityC_128,Normandie,France
C000233,Customer_000233,Mainstream,CityC_176,Pays de la Loire,France
C000234,Customer_000234,Budget,CityC_126,Provence-Alpes-Côte d’Azur,France
C000235,Customer_000235,Mainstream,CityC_126,Centre-Val de Loire,France
C000236,Customer_000236,Budget,CityC_091,Bretagne,France
C000237,Customer_000237,Budget,CityC_140,Nouvelle-Aquitaine,France
C000238,Customer_000238,Budget,CityC_139,Bretagne,France
C000239,Customer_000239,Premium,CityC_135,Bourgogne-Franche-Comté,France
C000240,Customer_000240,Mainstream,CityC_020,Île-de-France,France
C000241,Customer_000241,Budget,CityC_002,Bourgogne-Franche-Comté,France
C000242,Customer_000242,Budget,CityC_162,Grand Est,France
C000243,Customer_000243,Budget,CityC_039,Occitanie,France
C000244,Customer_000244,Budget,CityC_117,Île-de-France,France
C000245,Customer_000245,Budget,CityC_164,Provence-Alpes-Côte d’Azur,France
C000246,Customer_000246,Premium,CityC_124,Bourgogne-Franche-Comté,France
C000247,Customer_000247,Mainstream,CityC_002,Bourgogne-Franche-Comté,France
C000248,Customer_000248,Mainstream,CityC_004,Pays de la Loire,France
C000249,Customer_000249,Mainstream,CityC_071,Île-de-France,France
C000250,Customer_000250,Premium,CityC_005,Pays de la Loire,France
C000251,Customer_000251,Mainstream,CityC_173,Pays de la Loire,France
C000252,Customer_000252,Mainstream,CityC_046,Grand Est,France
C000253,Customer_000253,Premium,CityC_135,Auvergne-Rhône-Alpes,France
C000254,Customer_000254,Budget,CityC_159,Nouvelle-Aquitaine,France
C000255,Customer_000255,Budget,CityC_091,Pays de la Loire,France
C000256,Customer_000256,Mainstream,CityC_021,Hauts-de-France,France
C000257,Customer_000257,Premium,CityC_118,Provence-Alpes-Côte d’Azur,France
C000258,Customer_000258,Budget,CityC_179,Normandie,France
C000259,Customer_000259,Budget,CityC_021,Occitanie,France
C000260,Customer_000260,Premium,CityC_167,Bourgogne-Franche-Comté,France
C000261,Customer_000261,Budget,CityC_098,Île-de-France,France
C000262,Customer_000262,Mainstream,CityC_015,Grand Est,France
C000263,Customer_000263,Budget,CityC_044,Bourgogne-Franche-Comté,France
C000264,Customer_000264,Mainstream,CityC_112,Auvergne-Rhône-Alpes,France
C000265,Customer_000265,Mainstream,CityC_145,Bourgogne-Franche-Comté,France
C000266,Customer_000266,Premium,CityC_011,Auvergne-Rhône-Alpes,France
C000267,Customer_000267,Budget,CityC_178,Occitanie,France
C000268,Customer_000268,Mainstream,CityC_012,Normandie,France
C000269,Customer_000269,Mainstream,CityC_072,Auvergne-Rhône-Alpes,France
C000270,Customer_000270,Mainstream,CityC_009,Pays de la Loire,France
C000271,Customer_000271,Premium,CityC_081,Nouvelle-Aquitaine,France
C000272,Customer_000272,Premium,CityC_151,Île-de-France,France
C000273,Customer_000273,Mainstream,CityC_183,Nouvelle-Aquitaine,France
C000274,Customer_000274,Premium,CityC_077,Grand Est,France
C000275,Customer_000275,Mainstream,CityC_146,Nouvelle-Aquitaine,France
C000276,Customer_000276,Mainstream,CityC_139,Grand Est,France
C000277,Customer_000277,Mainstream,CityC_190,Provence-Alpes-Côte d’Azur,France
C000278,Customer_000278,Mainstream,CityC_177,Nouvelle-Aquitaine,France
C000279,Customer_000279,Budget,CityC_191,Centre-Val de Loire,France
C000280,Customer_000280,Budget,CityC_112,Provence-Alpes-Côte d’Azur,France
C000281,Customer_000281,Mainstream,CityC_088,Occitanie,France
C000282,Customer_000282,Mainstream,CityC_153,Normandie,France
C000283,Customer_000283,Premium,CityC_084,Grand Est,France
C000284,Customer_000284,Mainstream,CityC_116,Île-de-France,France
C000285,Customer_000285,Budget,CityC_142,Bretagne,France
C000286,Customer_000286,Mainstream,CityC_175,Grand Est,France
C000287,Customer_000287,Mainstream,CityC_022,Normandie,France
C000288,Customer_000288,Budget,CityC_064,Normandie,France
C000289,Customer_000289,Budget,CityC_069,Centre-Val de Loire,France
C000290,Customer_000290,Mainstream,CityC_163,Nouvelle-Aquitaine,France
C000291,Customer_000291,Mainstream,CityC_082,Nouvelle-Aquitaine,France
C000292,Customer_000292,Budget,CityC_002,Provence-Alpes-Côte d’Azur,France
C000293,Customer_000293,Mainstream,CityC_195,Hauts-de-France,France
C000294,Customer_000294,Budget,CityC_023,Hauts-de-France,France
C000295,Customer_000295,Mainstream,CityC_143,Nouvelle-Aquitaine,France
C000296,Customer_000296,Mainstream,CityC_027,Pays de la Loire,France
C000297,Customer_000297,Budget,CityC_142,Île-de-France,France
C000298,Customer_000298,Mainstream,CityC_084,Auvergne-Rhône-Alpes,France
C000299,Customer_000299,Budget,CityC_106,Grand Est,France
C000300,Customer_000300,Mainstream,CityC_186,Grand Est,France
C000301,Customer_000301,Premium,CityC_063,Pays de la Loire,France
C000302,Customer_000302,Mainstream,CityC_176,Normandie,France
C000303,Customer_000303,Budget,CityC_069,Grand Est,France
C000304,Customer_000304,Budget,CityC_038,Hauts-de-France,France
C000305,Customer_000305,Budget,CityC_071,Auvergne-Rhône-Alpes,France
C000306,Customer_000306,Budget,CityC_020,Grand Est,France
C000307,Customer_000307,Budget,CityC_064,Provence-Alpes-Côte d’Azur,France
C000308,Customer_000308,Mainstream,CityC_153,Centre-Val de Loire,France
C000309,Customer_000309,Budget,CityC_028,Normandie,France
C000310,Customer_000310,Mainstream,CityC_102,Nouvelle-Aquitaine,France
C000311,Customer_000311,Mainstream,CityC_098,Provence-Alpes-Côte d’Azur,France
C000312,Customer_000312,Mainstream,CityC_111,Provence-Alpes-Côte d’Azur,France
C000313,Customer_000313,Premium,CityC_035,Bourgogne-Franche-Comté,France
C000314,Customer_000314,Mainstream,CityC_178,Hauts-de-France,France
C000315,Customer_000315,Mainstream,CityC_046,Occitanie,France
C000316,Customer_000316,Premium,CityC_075,Grand Est,France
C000317,Customer_000317,Mainstream,CityC_126,Centre-Val de Loire,France
C000318,Customer_000318,Mainstream,CityC_084,Normandie,France
C000319,Customer_000319,Budget,CityC_101,Grand Est,France
C000320,Customer_000320,Budget,CityC_145,Provence-Alpes-Côte d’Azur,France
C000321,Customer_000321,Mainstream,CityC_140,Occitanie,France
C000322,Customer_000322,Mainstream,CityC_141,Nouvelle-Aquitaine,France
C000323,Customer_000323,Premium,CityC_119,Île-de-France,France
C000324,Customer_000324,Budget,CityC_075,Centre-Val de Loire,France
C000325,Customer_000325,Budget,CityC_105,Centre-Val de Loire,France
C000326,Customer_000326,Mainstream,CityC_163,Bourgogne-Franche-Comté,France
C000327,Customer_000327,Budget,CityC_169,Hauts-de-France,France
C000328,Customer_000328,Mainstream,CityC_097,Nouvelle-Aquitaine,France
C000329,Customer_000329,Mainstream,CityC_154,Auvergne-Rhône-Alpes,France
C000330,Customer_000330,Mainstream,CityC_137,Bretagne,France
C000331,Customer_000331,Premium,CityC_178,Pays de la Loire,France
C000332,Customer_000332,Mainstream,CityC_093,Grand Est,France
C000333,Customer_000333,Premium,CityC_138,Centre-Val de Loire,France
C000334,Customer_000334,Mainstream,CityC_022,Normandie,France
C000335,Customer_000335,Mainstream,CityC_169,Auvergne-Rhône-Alpes,France
C000336,Customer_000336,Mainstream,CityC_166,Bourgogne-Franche-Comté,France
C000337,Customer_000337,Budget,CityC_166,Normandie,France
C000338,Customer_000338,Mainstream,CityC_193,Bourgogne-Franche-Comté,France
C000339,Customer_000339,Premium,CityC_111,Provence-Alpes-Côte d’Azur,France
C000340,Customer_000340,Budget,CityC_067,Auvergne-Rhône-Alpes,France
C000341,Customer_000341,Mainstream,CityC_133,Occitanie,France
C000342,Customer_000342,Mainstream,CityC_148,Pays de la Loire,France
C000343,Customer_000343,Mainstream,CityC_101,Occitanie,France
C000344,Customer_000344,Mainstream,CityC_151,Bretagne,France
C000345,Customer_000345,Mainstream,CityC_089,Centre-Val de Loire,France
C000346,Customer_000346,Mainstream,CityC_076,Île-de-France,France
C000347,Customer_000347,Premium,CityC_022,Grand Est,France
C000348,Customer_000348,Mainstream,CityC_187,Auvergne-Rhône-Alpes,France
C000349,Customer_000349,Mainstream,CityC_088,Nouvelle-Aquitaine,France
C000350,Customer_000350,Mainstream,CityC_134,Bretagne,France
C000351,Customer_000351,Mainstream,CityC_025,Bretagne,France
C000352,Customer_000352,Mainstream,CityC_116,Bretagne,France
C000353,Customer_000353,Budget,CityC_012,Provence-Alpes-Côte d’Azur,France
C000354,Customer_000354,Budget,CityC_088,Centre-Val de Loire,France
C000355,Customer_000355,Budget,CityC_043,Bourgogne-Franche-Comté,France
C000356,Customer_000356,Budget,CityC_045,Centre-Val de Loire,France
C000357,Customer_000357,Budget,CityC_144,Pays de la Loire,France
C000358,Customer_000358,Premium,CityC_060,Grand Est,France
C000359,Customer_000359,Mainstream,CityC_048,Grand Est,France
C000360,Customer_000360,Mainstream,CityC_102,Bourgogne-Franche-Comté,France
C000361,Customer_000361,Mainstream,CityC_051,Île-de-France,France
C000362,Customer_000362,Mainstream,CityC_100,Bretagne,France
C000363,Customer_000363,Mainstream,CityC_053,Île-de-France,France
C000364,Customer_000364,Mainstream,CityC_017,Hauts-de-France,France
C000365,Customer_000365,Budget,CityC_138,Normandie,France
C000366,Customer_000366,Mainstream,CityC_051,Nouvelle-Aquitaine,France
C000367,Customer_000367,Budget,CityC_172,Bretagne,France
C000368,Customer_000368,Mainstream,CityC_164,Bretagne,France
C000369,Customer_000369,Mainstream,CityC_157,Provence-Alpes-Côte d’Azur,France
C000370,Customer_000370,Mainstream,CityC_090,Grand Est,France
C000371,Customer_000371,Mainstream,CityC_159,Provence-Alpes-Côte d’Azur,France
C000372,Customer_000372,Mainstream,CityC_181,Nouvelle-Aquitaine,France
C000373,Customer_000373,Premium,CityC_152,Hauts-de-France,France
C000374,Customer_000374,Mainstream,CityC_081,Auvergne-Rhône-Alpes,France
C000375,Customer_000375,Budget,CityC_030,Auvergne-Rhône-Alpes,France
C000376,Customer_000376,Mainstream,CityC_037,Nouvelle-Aquitaine,France
C000377,Customer_000377,Mainstream,CityC_153,Pays de la Loire,France
C000378,Customer_000378,Mainstream,CityC_109,Nouvelle-Aquitaine,France
C000379,Customer_000379,Mainstream,CityC_138,Nouvelle-Aquitaine,France
C000380,Customer_000380,Premium,CityC_045,Centre-Val de Loire,France
C000381,Customer_000381,Budget,CityC_074,Pays de la Loire,France
C000382,Customer_000382,Budget,CityC_116,Nouvelle-Aquitaine,France
C000383,Customer_000383,Budget,CityC_092,Normandie,France
C000384,Customer_000384,Mainstream,CityC_050,Île-de-France,France
C000385,Customer_000385,Premium,CityC_130,Grand Est,France
C000386,Customer_000386,Mainstream,CityC_176,Bourgogne-Franche-Comté,France
C000387,Customer_000387,Mainstream,CityC_114,Bretagne,France
C000388,Customer_000388,Budget,CityC_145,Bretagne,France
C000389,Customer_000389,Mainstream,CityC_057,Île-de-France,France
C000390,Customer_000390,Budget,CityC_058,Hauts-de-France,France
C000391,Customer_000391,Budget,CityC_200,Pays de la Loire,France
C000392,Customer_000392,Mainstream,CityC_198,Bretagne,France
C000393,Customer_000393,Mainstream,CityC_029,Bretagne,France
C000394,Customer_000394,Budget,CityC_199,Normandie,France
C000395,Customer_000395,Mainstream,CityC_094,Pays de la Loire,France
C000396,Customer_000396,Mainstream,CityC_011,Pays de la Loire,France
C000397,Customer_000397,Mainstream,CityC_056,Centre-Val de Loire,France
C000398,Customer_000398,Budget,CityC_168,Grand Est,France
C000399,Customer_000399,Budget,CityC_009,Occitanie,France
C000400,Customer_000400,Budget,CityC_023,Bretagne,France
C000401,Customer_000401,Premium,CityC_031,Bretagne,France
C000402,Customer_000402,Budget,CityC_189,Occitanie,France
C000403,Customer_000403,Mainstream,CityC_182,Normandie,France
C000404,Customer_000404,Mainstream,CityC_043,Normandie,France
C000405,Customer_000405,Budget,CityC_053,Normandie,France
C000406,Customer_000406,Mainstream,CityC_146,Occitanie,France
C000407,Customer_000407,Mainstream,CityC_153,Provence-Alpes-Côte d’Azur,France
C000408,Customer_000408,Budget,CityC_181,Pays de la Loire,France
C000409,Customer_000409,Budget,CityC_069,Hauts-de-France,France
